paper,nombre
http://dblp.l3s.de/d2r/resource/publications/conf/bwcca/SakamotoOIBX15,Fatos_Xhafa|Leonard_Barolli|Makoto_Ikeda
http://dblp.l3s.de/d2r/resource/publications/conf/bwcca/SakamotoOIBX16,Fatos_Xhafa|Leonard_Barolli|Makoto_Ikeda
http://dblp.l3s.de/d2r/resource/publications/conf/bwcca/SpahoIBXKI13,Fatos_Xhafa|Leonard_Barolli|Makoto_Ikeda
http://dblp.l3s.de/d2r/resource/publications/conf/bwcca/SpahoIBXYT12,Fatos_Xhafa|Leonard_Barolli|Makoto_Ikeda|Makoto_Takizawa
http://dblp.l3s.de/d2r/resource/publications/conf/bwcca/TsuneizumiAIET10,Makoto_Ikeda|Makoto_Takizawa|Tomoya_Enokido
http://dblp.l3s.de/d2r/resource/publications/conf/bwcca/XhafaSBMBT10,Fatos_Xhafa|Leonard_Barolli|Makoto_Takizawa
http://dblp.l3s.de/d2r/resource/publications/conf/bwcca/YangKOBYT12,Leonard_Barolli|Makoto_Takizawa|Tao_Yang
http://dblp.l3s.de/d2r/resource/publications/conf/bwcca/YangMBDX11,Fatos_Xhafa|Leonard_Barolli|Tao_Yang
http://dblp.l3s.de/d2r/resource/publications/conf/bwcca/YangMBXD10,Fatos_Xhafa|Leonard_Barolli|Tao_Yang
http://dblp.l3s.de/d2r/resource/publications/conf/caip/KochHPGN99,Heinrich_Niemann|Luc_J._Van_Gool|Marc_Pollefeys
http://dblp.l3s.de/d2r/resource/publications/conf/caip/WangGLTW09,Bin_Wang|Dacheng_Tao|Ying_Wang
http://dblp.l3s.de/d2r/resource/publications/conf/caip/WangGTLL09,Bin_Wang|Dacheng_Tao|Jie_Li
http://dblp.l3s.de/d2r/resource/publications/conf/canpc/BuntinasPDS00,Dhabaleswar_K._Panda|José_Duato|P._Sadayappan
http://dblp.l3s.de/d2r/resource/publications/conf/case/XuXZC10,Chi_Zhang|Jing_Xu|Ning_Xi
http://dblp.l3s.de/d2r/resource/publications/conf/cason/LeiXZJ10,Jia_Wang|Lei_Zhang|Xin_Chen
http://dblp.l3s.de/d2r/resource/publications/conf/cbd/BuiHLLW15,Bin_Li|Jin_Wang|Sungyoung_Lee
http://dblp.l3s.de/d2r/resource/publications/conf/cbd/WangCCLL15,Bin_Li|Jin_Wang|Sungyoung_Lee
http://dblp.l3s.de/d2r/resource/publications/conf/cbms/FicarraMMB06,Enrico_Macii|Giovanni_De_Micheli|Luca_Benini
http://dblp.l3s.de/d2r/resource/publications/conf/ccbd/LiJFS15,Dan_Feng|Hong_Jiang|Ning_Li
http://dblp.l3s.de/d2r/resource/publications/conf/ccbd/ZhuZLWY16,Jia_Wang|Jing_Liu|Xiaokang_Yang
http://dblp.l3s.de/d2r/resource/publications/conf/ccbr/LiuLLYL16,Jing_Li|Tao_Yang|Yang_Liu
http://dblp.l3s.de/d2r/resource/publications/conf/ccece/WangSWLS09,Jie_Li|Li_Wang|Ping_Wang
http://dblp.l3s.de/d2r/resource/publications/conf/ccgrid/ChenJLLN09,Hai_Jin|Lionel_M._Ni|Yunhao_Liu
http://dblp.l3s.de/d2r/resource/publications/conf/ccgrid/WangJA12,Gagan_Agrawal|Wei_Jiang|Yi_Wang
http://dblp.l3s.de/d2r/resource/publications/conf/ccis/DustdarHLG16,Eduard_H._Hovy|Moncef_Gabbouj|Schahram_Dustdar
http://dblp.l3s.de/d2r/resource/publications/conf/ccis/YueCZL14,Hong_Liu|Jie_Zhang|Ling_Chen
http://dblp.l3s.de/d2r/resource/publications/conf/ccs/LiMSV15,Vijay_Varadharajan|Willy_Susilo|Yi_Mu
http://dblp.l3s.de/d2r/resource/publications/conf/ccs/LiXWZLX11,Jianping_Wu|Ke_Xu|Qi_Li
http://dblp.l3s.de/d2r/resource/publications/conf/ccs/WangGWCL16,Bo_Liu|Chen_Wang|Yan_Wang
http://dblp.l3s.de/d2r/resource/publications/conf/cdc/Chen0CKWBQJ16,Dan_Wang|Karl_Henrik_Johansson|Wei_Chen
http://dblp.l3s.de/d2r/resource/publications/conf/cdve/WangHCLWG14,Jun_Guo|Jun_Wang|Xin_Liu
http://dblp.l3s.de/d2r/resource/publications/conf/cec/LiWZ16,Jie_Li|Rui_Wang|Tao_Zhang
http://dblp.l3s.de/d2r/resource/publications/conf/chinacom/ChenCWZZDK11,Bin_Wang|Li_Chen|Xin_Zhang
http://dblp.l3s.de/d2r/resource/publications/conf/chinacom/ChenJLL11,Liang_Chen|Xi_Li|Yi_Li
http://dblp.l3s.de/d2r/resource/publications/conf/chinacom/HuangLWZL11,Bin_Li|Lin_Zhang|Yu_Liu
http://dblp.l3s.de/d2r/resource/publications/conf/chinacom/LiWHLJL15,Feng_Li|Li_Wang|Xin_Liu
http://dblp.l3s.de/d2r/resource/publications/conf/chinacom/LiWHLLL15,Feng_Li|Li_Wang|Xin_Liu
http://dblp.l3s.de/d2r/resource/publications/conf/chinagrid/YuLWDL08,Hui_Li|Xiaoming_Li|Yang_Wang
